id,carat,cut,color,clarity,depth,table,price
36208,0.3,5,7,3,62.2,56.0,552
36209,0.32,4,4,8,59.9,58.0,954
36210,0.75,3,7,3,61.8,57.0,3048
36211,1.08,5,6,3,62.6,57.0,5096
36212,0.31,4,6,4,61.6,59.0,872
36213,0.9,1,2,5,65.2,60.0,3387
36214,0.3,4,2,8,60.5,59.0,810
36215,0.36,4,7,4,61.0,58.0,852
36216,0.41,5,6,4,62.0,56.0,999
36217,1.07,4,6,4,59.3,56.0,7670
36218,1.04,5,3,2,59.6,56.0,4077
36219,0.54,5,2,3,62.1,54.0,1057
36220,0.3,5,5,3,60.9,55.0,550
36221,0.3,2,5,2,63.5,57.0,394
36222,1.28,5,4,8,62.0,55.6,11401
36223,1.33,2,1,4,57.4,62.0,5251
36224,0.75,4,1,2,62.9,56.0,1588
36225,1.01,3,6,7,63.1,57.0,10891
36226,0.33,5,6,4,62.3,55.0,723
36227,0.5,2,6,3,64.0,56.0,1090
36228,0.42,5,4,8,61.5,56.0,1289
36229,0.3,4,4,5,60.2,62.0,725
36230,0.7,4,2,5,62.4,59.0,2394
36231,1.13,5,6,2,62.4,56.0,4303
36232,0.7,3,3,4,60.0,57.0,2335
36233,1.17,2,2,3,60.0,64.0,4586
36234,2.3,4,4,1,60.2,59.0,7226
36235,0.93,3,4,2,62.9,56.0,4163
36236,1.25,5,1,6,62.1,56.0,5980
36237,0.71,2,2,5,63.6,56.0,2327
36238,2.01,3,3,3,60.6,62.0,16582
36239,0.74,3,1,4,60.8,58.0,2003
36240,0.3,3,3,5,62.3,56.0,541
36241,0.24,5,4,8,60.8,58.0,559
36242,0.4,2,5,3,63.6,56.0,882
36243,0.56,5,6,3,61.6,56.0,1691
36244,2.01,2,2,4,59.9,65.0,15587
36245,0.34,4,5,4,61.2,59.0,880
36246,0.9,2,4,5,63.6,58.0,4540
36247,0.31,5,4,8,62.1,54.0,891
36248,1.08,5,2,2,61.9,55.0,3849
36249,1.12,2,2,2,64.3,60.0,3838
36250,0.72,3,3,5,62.8,56.0,2206
36251,0.33,4,3,8,60.3,59.0,1114
36252,2.25,4,2,2,61.9,59.0,11114
36253,1.29,5,2,3,61.9,56.0,6372
36254,0.31,5,2,5,61.3,55.6,513
36255,0.33,5,4,6,61.9,55.0,713
36256,2.02,3,3,3,63.4,60.0,17672
36257,0.34,5,6,5,62.2,54.2,816
36258,1.51,4,3,2,60.2,62.0,7340
36259,0.81,4,7,3,60.7,58.0,3135
36260,0.61,4,2,4,61.8,56.0,1438
36261,0.35,4,2,5,61.1,60.0,552
36262,0.53,5,3,5,61.2,56.0,1601
36263,0.33,5,4,6,62.7,55.0,752
36264,0.71,4,1,6,60.3,59.0,1843
36265,0.9,1,3,3,61.4,61.0,3282
36266,1.08,5,3,3,60.6,59.0,5756
36267,1.24,4,2,3,58.9,59.0,5972
36268,0.3,5,6,7,60.6,57.0,956
36269,1.61,4,2,4,58.4,59.0,9341
36270,0.31,4,2,6,62.1,58.0,698
36271,1.01,2,5,6,61.1,65.0,8956
36272,1.1,5,2,5,61.7,57.0,5544
36273,0.24,3,7,5,61.1,60.0,367
36274,0.42,5,5,3,61.6,55.0,838
36275,0.51,4,7,4,58.0,60.0,1928
36276,1.46,5,4,4,62.3,56.0,10302
36277,2.0,3,3,3,60.3,61.0,16092
36278,0.32,4,6,6,59.9,58.0,842
36279,0.72,4,3,3,62.7,59.0,2398
36280,0.9,2,4,3,63.9,60.0,3512
36281,0.5,3,5,7,62.2,57.0,2121
36282,1.19,5,5,5,60.5,57.0,10449
36283,0.52,5,7,4,61.8,55.0,1822
36284,0.71,3,4,3,63.3,56.0,2274
36285,0.35,5,5,4,60.5,57.0,706
36286,0.9,1,2,2,67.7,61.0,2422
36287,0.6,3,7,3,62.2,58.0,1750
36288,1.12,5,5,6,61.4,57.0,9461
36289,1.01,4,2,3,60.8,61.0,4525
36290,0.83,3,5,3,63.0,55.0,3207
36291,1.5,1,6,3,56.2,58.0,11489
36292,2.18,3,2,2,63.3,58.0,12220
36293,1.2,4,5,2,62.5,59.0,5332
36294,1.0,4,7,3,62.5,59.0,5880
36295,0.51,5,4,7,62.7,54.0,1919
36296,0.74,5,5,5,62.0,54.0,3694
36297,1.54,1,2,2,64.6,56.0,7727
36298,0.5,4,5,5,61.6,58.0,1715
36299,1.01,4,7,6,62.4,58.0,10732
36300,0.3,2,3,7,63.3,60.0,684
36301,0.76,5,6,7,62.2,55.0,5056
36302,0.36,5,4,8,61.7,56.0,985
36303,0.32,4,1,4,61.9,58.0,393
36304,0.3,5,7,5,61.2,59.0,742
36305,1.05,2,3,5,63.3,57.0,5555
36306,1.1,5,4,6,60.5,56.0,9215
36307,0.55,5,4,4,61.8,55.0,1715
36308,1.73,4,3,3,61.8,57.0,12931
36309,0.34,5,5,6,61.8,55.0,1003
36310,0.34,5,4,3,61.8,54.4,531
36311,0.42,5,4,7,61.1,56.0,1235
36312,0.31,3,7,2,63.1,54.0,593
36313,1.15,5,4,4,62.2,54.0,5008
36314,0.41,5,3,8,62.9,54.0,1243
36315,0.52,5,3,8,62.1,57.0,1956
36316,0.51,5,7,2,60.9,56.0,1383
36317,0.41,5,5,5,61.8,56.0,1076
36318,0.7,4,4,5,62.6,58.0,2648
36319,0.76,5,2,3,61.6,54.0,2399
36320,0.32,4,4,7,62.6,58.0,842
36321,1.52,4,5,4,60.5,58.0,13389
36322,0.59,5,2,7,61.0,55.0,1742
36323,0.5,1,7,3,64.6,58.0,1323
36324,1.02,3,5,4,63.3,59.0,6597
36325,0.91,3,5,2,60.6,56.0,4081
36326,2.0,4,1,5,63.0,58.0,9296
36327,0.51,5,3,7,62.7,57.0,1702
36328,0.4,3,2,4,61.9,55.0,1031
36329,1.01,2,7,2,64.6,59.0,4468
36330,1.05,4,5,3,61.8,58.0,4445
36331,1.22,4,5,7,61.9,58.0,11830
36332,1.01,4,2,3,58.6,62.0,4072
36333,1.14,5,3,3,61.6,57.0,5003
36334,0.29,3,4,7,62.0,55.0,607
36335,0.9,2,7,3,63.6,63.0,3755
36336,0.61,2,4,4,59.6,61.5,1821
36337,0.36,5,5,5,60.1,57.0,1013
36338,1.5,2,3,2,58.4,62.0,7714
36339,1.72,2,1,2,63.2,57.0,7741
36340,0.91,5,6,2,62.5,56.0,3774
36341,0.3,5,6,4,61.8,57.0,603
36342,0.71,5,1,6,60.3,61.0,2226
36343,1.02,3,3,4,62.4,57.0,5565
36344,0.51,5,6,7,61.9,54.0,2745
36345,1.01,1,5,2,64.6,59.0,3540
36346,1.0,2,4,4,63.4,61.0,5600
36347,0.34,5,3,8,62.0,53.0,863
36348,0.9,2,4,3,64.2,58.0,3250
36349,1.02,4,5,5,62.7,55.0,7677
36350,0.81,3,6,3,61.9,58.0,3243
36351,0.26,3,6,6,60.9,58.0,584
36352,0.37,2,3,4,63.1,55.0,584
36353,0.31,5,5,8,60.1,59.0,901
36354,0.38,4,4,4,59.9,58.0,983
36355,1.21,5,2,6,61.3,56.0,7938
36356,2.05,5,3,2,60.4,58.0,15857
36357,0.83,3,4,2,61.6,57.0,2725
36358,1.01,4,4,4,59.1,58.0,6027
36359,0.77,5,7,4,61.8,56.0,3755
36360,0.42,5,7,5,61.4,55.0,1006
36361,1.65,5,4,8,62.4,55.0,17729
36362,0.31,4,3,6,61.9,58.0,802
36363,0.3,3,5,3,63.5,57.0,641
36364,0.61,4,5,3,60.4,56.0,1359
36365,0.3,4,6,3,61.7,56.0,675
36366,0.4,3,6,4,63.0,57.0,888
36367,0.34,5,2,5,62.0,56.0,555
36368,1.01,2,6,3,63.2,59.0,4619
36369,0.91,3,2,2,63.4,58.0,3006
36370,1.01,4,5,5,60.4,59.0,7409
36371,1.01,2,3,3,57.1,58.0,4488
36372,0.44,5,4,6,61.8,56.0,1155
36373,0.3,5,4,8,62.0,54.4,830
36374,0.35,5,7,3,62.7,56.0,644
36375,0.36,4,4,2,60.8,58.0,473
36376,1.51,4,5,4,61.1,59.0,14294
36377,0.3,4,5,3,60.9,60.0,641
36378,0.52,2,7,2,61.8,58.0,1138
36379,2.07,5,1,6,62.7,54.0,16769
36380,0.75,3,4,4,63.3,58.0,2467
36381,0.7,4,5,3,61.7,61.0,2348
36382,0.31,5,7,3,62.6,57.0,732
36383,1.13,4,5,2,58.3,61.0,4025
36384,0.31,5,6,4,61.0,56.0,680
36385,0.72,3,6,2,62.2,59.0,2401
36386,1.03,2,7,2,57.2,59.0,3743
36387,0.3,5,7,6,62.4,54.0,814
36388,0.9,3,4,4,63.5,62.0,4081
36389,0.7,5,6,4,60.8,56.0,3504
36390,0.73,5,6,6,62.0,57.0,3714
36391,0.51,5,5,5,61.6,55.0,1870
36392,1.11,2,6,4,58.5,58.0,7480
36393,0.7,5,3,7,61.5,57.0,3517
36394,1.0,5,4,4,62.3,56.0,5887
36395,0.3,3,7,4,62.5,59.0,710
36396,0.81,5,7,4,59.5,60.0,4315
36397,0.4,3,7,6,62.2,62.0,1010
36398,0.41,3,4,5,58.9,60.0,839
36399,1.01,4,6,3,58.2,59.0,5366
36400,1.6,4,3,2,62.4,60.0,9229
36401,0.54,4,4,4,61.0,60.0,1637
36402,0.61,5,2,4,62.0,54.0,1380
36403,0.35,4,5,5,60.7,58.0,984
36404,0.7,3,4,6,61.8,60.0,2936
36405,2.02,4,3,4,61.3,60.0,15987
36406,0.7,3,4,2,62.6,56.0,2058
36407,0.57,3,2,3,63.3,56.0,1176
36408,0.26,4,6,7,62.3,60.0,769
36409,1.3,3,2,4,62.7,57.0,6290
36410,0.31,5,3,4,62.0,57.0,628
36411,0.54,3,6,4,63.1,58.0,1760
36412,1.03,5,7,3,61.9,57.0,6250
36413,0.42,3,4,4,60.1,61.0,847
36414,0.32,5,6,3,62.1,54.0,532
36415,0.78,3,2,5,60.9,55.0,2694
36416,1.16,5,6,2,61.9,55.0,5991
36417,0.53,5,5,6,62.2,54.0,2290
36418,0.41,4,4,4,62.4,58.0,1061
36419,1.01,5,6,4,60.5,60.0,6806
36420,0.23,5,5,4,61.8,55.0,493
36421,1.66,2,1,4,64.4,54.0,8496
36422,0.81,5,5,2,62.6,55.0,2795
36423,1.5,3,3,4,63.2,58.0,7484
36424,0.24,3,7,6,61.5,58.0,478
36425,0.52,4,6,4,62.5,60.0,1576
36426,0.9,4,3,4,60.6,60.0,4044
36427,0.7,5,6,3,62.5,57.0,2757
36428,0.7,2,6,2,59.9,57.0,2026
36429,1.7,2,3,4,63.3,57.0,12117
36430,1.57,3,7,3,62.3,59.0,12304
36431,1.52,4,5,3,62.6,59.0,11637
36432,0.59,5,7,3,61.0,57.0,1816
36433,0.7,2,6,5,61.0,61.0,2952
36434,0.59,5,6,7,62.0,56.0,2829
36435,0.52,5,4,2,63.0,55.0,1151
36436,0.58,5,4,4,61.9,56.0,1758
36437,0.31,3,3,3,61.1,55.0,446
36438,1.31,5,5,5,62.1,55.0,12825
36439,0.93,3,1,4,62.8,56.0,3576
36440,1.0,3,5,4,63.2,56.0,6701
36441,0.34,5,4,3,61.9,55.5,531
36442,0.5,1,5,2,65.5,54.0,1031
36443,0.41,5,5,6,62.3,56.0,1115
36444,1.02,5,5,5,61.0,56.0,8157
36445,0.3,5,7,3,61.7,57.0,524
36446,0.7,3,6,5,62.2,57.0,3063
36447,2.0,4,3,3,59.8,60.0,13986
36448,1.51,5,4,4,60.8,54.0,12100
36449,1.54,3,1,3,61.2,59.0,7453
36450,1.06,5,2,3,61.2,56.0,4630
36451,0.31,5,4,8,62.2,55.0,891
36452,0.38,3,7,4,58.7,61.0,871
36453,0.39,5,5,7,61.8,55.0,1124
36454,1.01,3,2,3,63.1,57.0,4313
36455,2.05,4,1,5,62.5,60.0,14973
36456,1.27,3,2,1,60.2,62.0,3665
36457,0.4,5,6,5,61.2,55.0,1005
36458,0.32,4,5,4,59.5,61.0,828
36459,1.51,4,3,3,58.0,59.0,10063
36460,0.36,5,5,5,60.1,57.0,789
36461,0.9,4,6,4,62.6,59.0,4687
36462,0.7,5,3,4,62.4,58.0,2429
36463,0.25,3,3,7,61.6,56.0,467
36464,1.01,3,5,4,62.5,56.0,6083
36465,0.43,2,4,4,61.8,60.7,891
36466,0.32,5,3,4,62.0,55.0,648
36467,0.5,1,4,5,67.0,61.0,1280
36468,0.58,5,6,4,61.9,57.0,1884
36469,0.7,4,4,3,60.3,61.0,2352
36470,0.55,5,3,4,61.9,54.0,1402
36471,0.3,5,5,8,62.2,53.0,886
36472,0.36,4,2,8,59.9,59.0,758
36473,0.3,4,5,6,61.4,59.0,945
36474,0.57,5,5,5,61.9,55.0,2189
36475,0.72,3,5,5,62.2,57.0,3229
36476,0.7,4,4,6,61.8,58.0,2874
36477,0.71,1,6,4,64.6,59.0,2902
36478,1.24,5,3,5,61.6,56.0,8299
36479,0.5,2,5,6,64.5,62.3,1678
36480,0.56,5,7,4,61.2,56.0,2066
36481,0.71,3,2,6,61.5,58.0,2448
36482,2.0,2,4,3,59.1,61.0,17930
36483,0.32,3,5,4,59.6,56.0,642
36484,0.5,2,4,3,63.9,57.0,1197
36485,2.02,2,1,2,64.4,60.0,10666
36486,0.52,5,4,6,62.3,56.0,1906
36487,0.52,5,6,5,61.8,56.0,2275
36488,1.07,5,3,4,63.6,59.0,5698
36489,1.51,3,2,2,63.1,60.0,6630
36490,0.81,5,5,8,61.5,55.0,6338
36491,0.7,4,1,3,61.6,58.0,1666
36492,2.18,4,4,2,61.9,60.0,18003
36493,1.23,5,3,2,62.1,56.0,6199
36494,0.58,5,6,4,61.9,57.0,1984
36495,1.32,5,2,4,60.8,57.0,7209
36496,0.4,4,5,4,61.0,58.0,1080
36497,0.31,3,6,7,60.0,56.0,1039
36498,1.08,1,6,3,53.8,63.0,4790
36499,0.52,3,6,3,62.9,59.0,1389
36500,0.91,3,6,3,61.9,61.0,4031
36501,1.87,5,1,3,62.3,57.0,9955
36502,0.44,5,7,5,61.6,56.0,1294
36503,0.4,2,5,5,63.0,62.0,883
36504,0.42,5,3,5,61.4,56.0,847
36505,0.61,3,5,4,59.6,61.0,1971
36506,0.32,3,5,7,61.9,59.0,926
36507,0.5,4,4,7,62.3,59.0,2070
36508,1.2,3,3,3,61.4,63.0,4603
36509,1.01,5,3,3,62.6,54.0,4989
36510,1.0,4,2,5,60.6,58.0,4077
36511,0.91,4,6,2,61.6,60.0,3846
36512,0.34,2,4,5,63.1,57.0,686
36513,0.52,5,7,2,60.7,56.0,1320
36514,0.31,3,4,5,63.1,59.0,802
36515,1.5,3,3,3,61.0,55.0,9987
36516,1.01,1,4,4,68.9,60.0,5294
36517,0.55,5,5,4,61.4,57.0,2026
36518,1.15,5,6,3,62.7,56.0,5526
36519,1.01,5,4,7,61.7,57.0,7805
36520,0.32,4,3,5,61.7,58.0,720
36521,0.66,5,4,3,61.7,55.0,1885
36522,1.2,3,3,5,63.1,55.0,6814
36523,0.41,4,6,7,60.7,58.0,1367
36524,1.53,4,3,3,62.0,60.0,7608
36525,1.52,3,7,2,59.1,58.0,9781
36526,0.41,2,7,2,63.1,54.0,638
36527,0.69,5,5,3,61.3,55.0,2459
36528,0.27,5,7,8,62.4,56.0,893
36529,1.04,4,2,2,62.0,57.0,3774
36530,0.3,4,3,4,61.8,60.0,473
36531,0.9,4,5,2,62.7,58.0,3780
36532,0.7,5,2,4,62.3,54.0,2390
36533,0.33,5,5,4,62.3,55.0,854
36534,1.58,4,6,2,61.0,60.0,7963
36535,2.03,5,1,4,62.1,57.0,13880
36536,0.72,4,7,3,63.0,57.0,2567
36537,0.24,5,5,7,61.8,59.0,526
36538,0.41,5,6,6,61.6,56.0,1243
36539,1.31,2,3,2,64.1,57.0,5429
36540,0.32,5,7,4,61.6,56.0,972
36541,1.51,3,7,2,61.7,59.0,10546
36542,0.51,5,6,3,62.0,55.0,1443
36543,0.7,2,1,2,61.2,64.0,1824
36544,1.01,4,2,1,59.2,57.0,2017
36545,1.07,5,3,5,62.3,55.0,6082
36546,1.1,3,5,7,59.8,54.0,10701
36547,1.21,2,4,4,59.1,61.0,7359
36548,0.44,5,6,7,61.1,56.0,1924
36549,0.3,5,4,4,62.3,56.0,526
36550,0.33,4,4,5,61.3,58.0,666
36551,1.5,3,5,4,62.6,59.0,12870
36552,0.31,3,7,5,62.3,56.0,736
36553,1.01,5,4,2,62.1,57.0,4350
36554,0.31,3,3,5,63.1,58.0,698
36555,0.66,4,7,5,61.0,58.0,2861
36556,0.31,2,4,4,63.4,59.0,544
36557,0.96,4,6,2,62.8,60.0,3016
36558,0.58,5,5,5,61.9,54.0,1772
36559,0.96,5,4,3,63.0,53.0,4301
36560,0.51,2,3,3,63.4,57.0,1119
36561,0.42,5,4,7,62.0,56.0,1235
36562,0.4,5,3,3,61.3,57.0,705
36563,2.25,3,1,2,58.4,63.0,13597
36564,2.11,4,1,2,61.0,58.0,12554
36565,0.42,3,7,4,63.8,54.0,910
36566,0.6,5,6,4,61.2,56.0,2189
36567,1.01,5,7,6,61.6,57.0,12996
36568,1.04,4,7,2,61.0,59.0,4724
36569,0.92,5,4,3,62.6,56.0,4173
36570,1.01,3,2,2,62.1,56.0,3770
36571,0.3,5,6,3,61.7,58.0,499
36572,0.73,5,7,4,62.6,55.0,3735
36573,1.0,1,5,3,65.4,59.0,4798
36574,0.83,3,2,4,62.0,55.0,2915
36575,1.04,4,2,2,61.6,56.0,3960
36576,1.02,3,1,4,59.3,58.0,3796
36577,1.1,4,3,2,59.5,57.0,4004
36578,1.61,3,2,2,60.9,63.0,7636
36579,0.81,5,1,5,62.3,57.0,2626
36580,0.3,5,5,6,61.4,56.0,694
36581,1.0,5,2,4,62.4,52.0,4841
36582,1.09,5,4,5,62.5,56.0,6856
36583,1.01,1,4,1,64.5,56.0,2287
36584,0.33,4,4,6,60.9,57.0,965
36585,0.35,5,7,7,60.8,55.0,1330
36586,2.4,5,2,2,63.8,58.0,17039
36587,0.51,3,3,3,61.0,55.0,1698
36588,0.32,5,5,7,62.1,56.0,926
36589,0.56,2,6,4,61.4,62.0,1736
36590,0.44,5,6,6,60.9,57.0,1274
36591,1.11,5,3,4,64.0,58.0,5632
36592,0.39,2,4,4,63.7,53.0,734
36593,1.02,4,6,3,61.4,58.0,5956
36594,1.51,3,4,5,63.1,60.0,13811
36595,1.51,3,6,3,62.8,59.0,11460
36596,0.58,2,4,4,63.2,58.0,1287
36597,0.38,5,1,6,61.4,56.0,629
36598,2.16,5,6,2,61.4,57.0,17263
36599,1.01,4,3,4,60.7,61.0,4921
36600,0.3,3,7,3,63.1,56.0,662
36601,0.7,2,2,3,62.8,59.0,1790
36602,0.77,4,4,2,61.9,59.0,2391
36603,1.0,5,3,4,62.4,57.0,4172
36604,0.43,5,4,2,61.1,55.0,800
36605,0.34,2,5,8,59.0,61.0,917
36606,0.9,1,5,5,66.2,55.0,4183
36607,1.02,3,5,3,60.7,59.0,5155
36608,0.33,5,6,7,61.6,55.0,1130
36609,0.38,3,4,4,59.2,60.0,766
36610,0.31,5,4,8,61.0,57.0,891
36611,1.04,5,4,2,61.7,56.0,4455
36612,1.09,5,4,4,62.4,55.0,7081
36613,0.5,4,6,3,62.4,61.0,1348
36614,0.96,1,6,2,53.1,63.0,2815
36615,1.52,2,1,3,63.6,60.0,7022
36616,0.31,5,4,6,60.8,56.0,687
36617,0.71,4,5,2,60.2,60.0,2331
36618,0.7,3,5,4,62.4,57.0,2956
36619,2.2,5,2,5,61.4,57.0,15092
36620,1.01,4,4,6,61.9,59.0,7964
36621,0.24,3,7,4,61.4,60.0,373
36622,1.0,3,4,3,62.6,57.0,4413
36623,0.9,5,2,2,62.0,56.0,3001
36624,0.44,4,6,4,60.4,59.0,1003
36625,0.31,5,3,7,62.0,54.2,660
36626,0.51,5,4,2,61.5,55.0,1129
36627,1.52,5,2,8,62.2,57.0,10419
36628,0.33,3,6,4,62.8,56.0,627
36629,0.44,4,1,5,61.9,57.0,891
36630,1.88,3,2,4,62.2,57.0,13607
36631,4.13,1,3,1,64.8,61.0,17329
36632,0.51,5,4,8,62.9,58.0,2146
36633,0.41,4,7,6,62.2,58.0,1105
36634,2.03,5,5,2,63.3,55.0,18458
36635,1.07,3,4,2,62.9,59.0,4321
36636,0.51,2,5,4,63.7,56.0,1574
36637,0.51,3,5,3,63.7,55.0,1271
36638,0.91,3,4,3,60.2,58.0,4429
36639,1.12,5,7,5,61.1,57.0,9694
36640,0.5,5,7,5,61.0,56.0,1893
36641,0.31,4,7,4,60.7,59.0,942
36642,0.3,5,5,6,62.5,56.0,694
36643,0.31,5,3,4,62.1,55.0,489
36644,0.71,3,4,5,63.3,59.0,2768
36645,1.33,5,5,6,61.9,55.0,15031
36646,0.3,5,6,6,61.5,55.0,731
36647,1.21,4,7,2,62.2,60.0,5889
36648,0.33,5,3,7,62.1,55.0,730
36649,0.6,5,4,6,61.2,56.0,2190
36650,1.74,5,3,3,61.9,55.0,12605
36651,1.3,4,2,4,60.3,60.0,5242
36652,0.42,5,7,6,61.7,53.0,1223
36653,2.07,4,3,3,61.1,58.0,13844
36654,0.31,4,1,3,59.4,62.0,453
36655,0.4,5,7,6,62.0,56.0,1263
36656,1.51,5,4,3,62.9,57.0,11255
36657,0.43,3,5,3,62.9,60.0,792
36658,0.91,4,7,3,61.5,59.0,4165
36659,1.11,5,6,6,62.9,55.0,11074
36660,0.3,5,5,5,61.7,56.0,731
36661,0.74,3,5,3,62.7,58.0,2715
36662,0.5,2,2,4,60.4,64.0,1047
36663,0.4,5,6,6,62.1,55.0,1158
36664,1.03,4,6,6,59.7,56.0,9205
36665,1.02,5,5,1,61.0,56.0,3599
36666,0.7,3,5,5,62.8,59.0,3053
36667,0.71,1,7,4,64.7,58.0,3077
36668,0.33,5,4,5,61.6,57.0,699
36669,0.34,5,4,5,61.3,55.0,898
36670,0.31,5,7,4,62.2,55.0,734
36671,1.2,4,3,3,62.1,58.0,6129
36672,1.21,5,3,4,62.9,57.0,6302
36673,1.06,5,6,5,62.1,57.0,8567
36674,2.08,4,6,2,62.3,59.0,15873
36675,0.31,5,4,6,61.5,56.0,687
36676,0.9,2,4,2,63.8,59.0,3246
36677,0.5,4,4,6,60.7,57.0,1935
36678,0.72,5,5,5,61.8,56.0,3489
36679,0.5,3,2,4,61.7,58.0,1176
36680,0.32,2,3,3,63.7,55.0,461
36681,0.27,3,6,6,59.0,59.0,622
36682,2.21,4,4,2,62.4,60.0,17525
36683,0.41,3,6,6,62.8,54.0,1187
36684,0.9,4,7,4,63.0,62.0,4586
36685,0.26,4,6,7,60.9,59.0,814
36686,0.42,4,3,3,60.5,58.0,1008
36687,1.39,3,2,5,62.2,57.0,7893
36688,0.32,5,2,4,61.6,56.0,449
36689,1.51,5,2,4,62.9,53.0,9471
36690,0.7,4,7,2,63.0,56.0,2239
36691,1.0,3,5,5,60.1,63.0,6910
36692,0.4,5,6,5,62.6,56.0,1125
36693,0.59,3,2,4,60.3,59.0,1445
36694,0.7,3,3,2,62.8,59.0,2034
36695,1.2,5,4,4,62.1,56.0,7741
36696,0.53,5,5,6,61.6,55.0,2131
36697,0.8,3,5,2,61.0,60.0,2460
36698,1.23,2,2,5,63.6,59.0,5940
36699,1.3,5,3,3,62.2,56.0,7054
36700,1.0,3,4,4,62.2,58.0,6743
36701,0.45,3,6,2,63.2,54.0,731
36702,1.5,3,2,3,60.7,58.0,8475
36703,0.31,4,3,3,61.1,55.0,573
36704,0.31,2,7,2,63.1,54.0,462
36705,0.34,5,3,7,61.6,53.0,751
36706,0.23,5,6,6,62.8,57.0,530
36707,1.02,3,5,2,60.0,60.0,4207
36708,0.33,5,6,4,61.9,56.0,723
36709,0.36,4,7,2,61.5,60.0,537
36710,0.7,2,2,3,63.6,61.0,2142
36711,1.03,5,5,4,61.4,58.0,6809
36712,0.7,2,4,3,63.7,60.0,2150
36713,0.7,3,3,4,62.3,56.0,2276
36714,2.01,2,3,2,57.6,60.0,12215
36715,0.79,5,5,3,62.5,57.0,2976
36716,1.01,4,6,2,60.4,60.0,4790
36717,0.35,3,7,6,60.0,58.0,835
36718,1.75,4,5,4,61.4,58.0,17172
36719,0.7,3,6,4,62.8,60.0,2755
36720,1.11,5,7,4,61.2,57.0,10443
36721,0.35,5,7,4,60.6,56.0,829
36722,1.18,5,2,5,62.6,55.0,6661
36723,0.7,5,3,2,61.6,54.0,2110
36724,1.25,4,4,2,60.4,59.0,6300
36725,1.07,3,3,6,61.3,56.0,6751
36726,0.36,5,5,7,61.0,55.0,1028
36727,0.78,4,6,5,62.5,57.0,3444
36728,1.0,3,3,4,59.6,59.0,4978
36729,1.29,4,5,5,60.9,58.0,10341
36730,0.91,3,4,2,60.0,57.0,3531
36731,0.71,2,5,8,62.1,62.0,3393
36732,0.27,5,3,5,61.6,56.0,480
36733,0.93,3,5,3,61.1,58.0,4534
36734,0.38,5,1,4,62.1,54.0,532
36735,1.0,4,5,3,60.7,60.0,5292
36736,0.51,5,4,5,61.9,56.0,1656
36737,0.56,5,5,4,61.6,55.0,1814
36738,1.02,4,7,2,60.3,58.0,4718
36739,0.43,2,6,2,63.4,57.0,669
36740,1.01,4,3,2,60.7,58.0,3790
36741,0.67,2,4,4,57.5,60.1,2131
36742,1.01,4,5,4,61.5,58.0,6244
36743,0.38,5,6,6,61.6,55.0,1100
36744,0.31,4,4,4,61.7,59.0,698
36745,0.34,4,5,6,59.6,60.0,928
36746,0.91,3,6,4,58.4,63.0,4823
36747,0.33,3,7,6,61.9,56.0,856
36748,1.39,4,6,2,62.7,58.0,7311
36749,1.62,3,3,3,62.2,58.0,11351
36750,0.35,5,6,5,61.6,57.0,1063
36751,0.77,3,1,4,62.9,58.0,2155
36752,1.02,5,3,3,61.8,57.0,6264
36753,0.3,5,4,7,60.9,56.8,735
36754,1.51,4,4,3,62.6,58.0,11255
36755,1.34,3,3,6,59.7,60.0,9735
36756,0.6,5,3,3,61.4,55.0,1766
36757,1.37,3,4,2,63.4,61.0,6781
36758,1.01,4,5,2,62.2,59.0,5096
36759,1.0,2,3,2,63.9,58.0,3528
36760,1.5,2,4,3,59.7,65.0,9954
36761,1.07,5,5,2,61.6,56.0,4954
36762,2.0,4,2,2,61.3,59.0,14208
36763,2.01,2,6,2,60.0,64.0,16733
36764,1.17,5,4,6,61.2,56.0,9289
36765,2.01,4,2,3,60.1,59.0,14752
36766,1.04,3,5,2,60.0,61.0,4427
36767,1.06,4,7,2,61.6,61.0,4903
36768,1.12,4,3,2,61.0,56.0,4077
36769,1.0,4,7,3,62.3,60.0,4469
36770,0.41,2,3,3,64.3,54.0,748
36771,1.5,2,6,3,58.9,61.0,11179
36772,0.9,2,4,3,65.0,57.0,3615
36773,0.31,5,7,3,62.4,53.0,732
36774,0.3,4,7,5,60.7,58.0,848
36775,0.5,4,6,3,62.0,59.0,1316
36776,0.91,3,2,4,61.0,57.0,3664
36777,1.5,5,4,5,62.3,57.0,14067
36778,0.38,3,7,5,58.2,58.0,995
36779,0.37,5,4,3,61.0,56.0,608
36780,0.3,4,7,3,61.0,60.0,709
36781,0.6,3,7,4,61.5,59.0,1984
36782,0.38,4,5,5,62.4,59.0,933
36783,2.01,4,3,3,59.6,59.0,17458
36784,0.53,5,5,5,60.8,55.0,1939
36785,1.05,5,7,2,60.2,57.0,4932
36786,0.4,5,3,7,61.4,57.0,1017
36787,0.9,5,7,3,61.8,57.0,4919
36788,1.21,5,3,4,62.6,54.8,7426
36789,0.9,4,6,2,61.7,58.0,3830
36790,0.5,5,2,5,61.0,57.0,1266
36791,0.26,5,5,7,61.6,57.0,599
36792,0.62,5,7,5,61.0,57.0,2562
36793,0.7,3,4,3,63.5,56.0,2293
36794,1.01,4,3,4,61.5,59.0,5400
36795,1.7,3,4,6,61.5,60.0,17073
